店铺id,评分,评论数量,人均消费,归属商圈,菜系类型,county,距离描述
4993084,4.0,3,0,国贸地区,酒吧/酒馆,朝阳区,距市中心4.9km
134830018,4.0,3,55,后海/南锣鼓巷地区,快餐简餐,东城区,距市中心4km
120817179,4.0,3,196,三里屯/工体/东直门地区,火锅,朝阳区,距市中心5.2km
4943380,4.0,3,24,,小吃,东城区,距市中心5.2km
15948699,4.0,3,115,,湘菜,丰台区,距市中心5.2km
339099,4.0,3,58,永定门/南站/大红门/南苑地区,北京菜,西城区,距市中心5.2km
21136589,4.0,3,0,西直门/北京展览馆地区,西餐,西城区,距市中心5.5km
219465,4.0,3,58,前门/天坛公园/崇文门,北京菜,东城区,距市中心585m
15558907,4.0,3,132,北京西站/丽泽商务区,江浙菜,西城区,距市中心5.9km
15898407,4.0,3,103,劲松/潘家园地区,火锅,丰台区,距市中心5km
18588401,4.0,3,37,,小吃,丰台区,距市中心5km
20593956,4.0,3,54,,川菜,朝阳区,距市中心6.4km
20603065,4.0,3,24,,面包甜点,朝阳区,距市中心6.4km
18620300,4.0,3,42,国贸地区,小吃,朝阳区,距市中心6.4km
17592446,4.0,3,131,西直门/北京展览馆地区,海鲜,海淀区,距市中心6.5km
130042096,4.0,3,77,永定门/南站/大红门/南苑地区,西餐,丰台区,距市中心6.5km
25039632,4.0,3,28,劲松/潘家园地区,小吃,丰台区,距市中心6.7km
130147354,4.0,3,89,国展中心地区,川菜,朝阳区,距市中心6.7km
7046182,4.0,3,169,,江浙菜,西城区,距市中心6.9km
17504325,4.0,3,31,西直门/北京展览馆地区,面包甜点,海淀区,距市中心6.9km
17600724,4.0,3,103,永定门/南站/大红门/南苑地区,火锅,丰台区,距市中心6.9km
20602120,4.0,3,27,,小吃,东城区,距市中心6km
130081693,4.0,3,37,国展中心地区,川菜,东城区,距市中心6km
25037998,4.0,3,30,劲松/潘家园地区,快餐简餐,丰台区,距市中心6km
120836872,4.0,3,77,北京西站/丽泽商务区,北京菜,西城区,距市中心6km
78667781,4.0,3,93,北京西站/丽泽商务区,新疆菜,海淀区,距市中心7.2km
133784939,4.0,3,35,北京西站/丽泽商务区,小吃,海淀区,距市中心7.2km
21540178,4.0,3,133,,湘菜,朝阳区,距市中心7.2km
228436,4.0,3,91,北京西站/丽泽商务区,火锅,西城区,距市中心7.2km
140526961,4.0,3,0,欢乐谷游乐区,东南亚菜,朝阳区,距市中心7.2km
15475752,4.0,3,21,天安门/王府井地区,面包甜点,东城区,距市中心734m
70460277,4.0,3,57,永定门/南站/大红门/南苑地区,,丰台区,距市中心7.4km
133563212,4.0,3,0,永定门/南站/大红门/南苑地区,火锅,丰台区,距市中心7.5km
12205711,4.0,3,25,,小吃,西城区,距市中心7.5km
129998814,4.0,3,116,燕莎/朝阳公园商业区,西餐,朝阳区,距市中心7.7km
120825283,4.0,3,115,永定门/南站/大红门/南苑地区,火锅,丰台区,距市中心7.7km
4975761,4.0,3,48,西直门/北京展览馆地区,咖啡店,海淀区,距市中心7.7km
18470190,4.0,3,97,北京西站/丽泽商务区,川菜,海淀区,距市中心7km
277741,4.0,3,70,天安门/王府井地区,火锅,东城区,距市中心816m
4946697,4.0,3,281,,云南菜,朝阳区,距市中心8.1km
8636707,4.0,3,39,天安门/王府井地区,快餐简餐,东城区,距市中心828m
4976051,4.0,3,38,永定门/南站/大红门/南苑地区,火锅,丰台区,距市中心8.3km
63479271,4.0,3,292,永定门/南站/大红门/南苑地区,日本料理,丰台区,距市中心8.4km
79422400,4.0,3,63,亚运村/奥体中心地区,川菜,朝阳区,距市中心8.5km
129607487,4.0,3,88,中关村/五道口,湘菜,海淀区,距市中心8.6km
78832841,4.0,3,85,亚运村/奥体中心地区,自助餐,朝阳区,距市中心8.8km
132974208,4.0,3,187,亚运村/奥体中心地区,自助餐,朝阳区,距市中心8.8km
4937280,4.0,3,99,中关村/五道口,韩国料理,海淀区,距市中心8.9km
21591639,4.0,3,59,燕莎/朝阳公园商业区,面包甜点,朝阳区,距市中心8km
78551929,4.0,3,102,亚运村/奥体中心地区,日本料理,朝阳区,距市中心9.4km
24868477,4.0,3,99,北京西站/丽泽商务区,烧烤,丰台区,距市中心9.5km
135939984,4.0,3,0,天安门/王府井地区,自助餐,东城区,距市中心987m
136346138,4.0,3,0,北京西站/丽泽商务区,川菜,丰台区,距市中心9.9km
4942259,4.0,3,41,中关村/五道口,咖啡店,海淀区,距市中心9.9km
5563898,4.0,3,77,,川菜,怀柔区,
5564020,4.0,3,65,,,怀柔区,
5563910,4.0,3,71,,北京菜,怀柔区,
4983864,4.0,3,0,延庆休闲度假区,烧烤,延庆区,
297434,4.0,3,68,延庆休闲度假区,北京菜,延庆区,
320548,4.0,3,57,延庆休闲度假区,,延庆区,
12506602,4.0,3,94,延庆休闲度假区,东北菜,延庆区,
12490080,4.0,3,93,延庆休闲度假区,火锅,延庆区,
17510266,4.0,3,59,,咖啡店,密云区,
79443697,4.0,3,0,密云水库,火锅,密云区,
23537642,4.0,3,82,古北水镇,其他,密云区,
12514546,4.0,2,110,中关村/五道口,西餐,海淀区,距市中心10.3km
22515311,4.0,2,108,望京/酒仙桥/798地区,火锅,朝阳区,距市中心10.4km
15948643,4.0,2,41,,咖啡店,丰台区,距市中心10.5km
17604387,4.0,2,30,,快餐简餐,海淀区,距市中心10km
15933549,4.0,2,87,望京/酒仙桥/798地区,面包甜点,朝阳区,距市中心10km
15993008,4.0,2,79,中关村/五道口,东北菜,海淀区,距市中心10km
16564306,4.0,2,46,公主坟/五棵松/石景山游乐园地区,小吃,海淀区,距市中心11.1km
21136855,4.0,2,30,,小吃,海淀区,距市中心11.1km
136353832,4.0,2,0,公主坟/五棵松/石景山游乐园地区,自助餐,海淀区,距市中心11.1km
25059299,4.0,2,45,总部基地/丰台体育中心/南宫地区,日本料理,丰台区,距市中心11.3km
15488330,4.0,2,40,,快餐简餐,大兴区,距市中心11.3km
16574875,4.0,2,99,,西餐,丰台区,距市中心11.3km
79422006,4.0,2,82,望京/酒仙桥/798地区,火锅,朝阳区,距市中心11.4km
22519062,4.0,2,65,,日本料理,海淀区,距市中心11.4km
22517834,4.0,2,88,,西餐,海淀区,距市中心11.4km
73416797,4.0,2,130,望京/酒仙桥/798地区,火锅,朝阳区,距市中心11.5km
22514299,4.0,2,2080,,,海淀区,距市中心11.5km
21537616,4.0,2,81,,江浙菜,海淀区,距市中心11.5km
4936665,4.0,2,59,,面包甜点,朝阳区,距市中心11.6km
130066665,4.0,2,28,总部基地/丰台体育中心/南宫地区,小吃,丰台区,距市中心11.8km
130389103,4.0,2,37,大兴北京新机场地区,小吃,大兴区,距市中心11.8km
25039210,4.0,2,17,大兴北京新机场地区,快餐简餐,丰台区,距市中心11.8km
78515267,4.0,2,21,,咖啡店,丰台区,距市中心11.8km
7042188,4.0,2,39,,小吃,海淀区,距市中心11.8km
78518651,4.0,2,40,大兴北京新机场地区,快餐简餐,丰台区,距市中心11.9km
15665703,4.0,2,95,前门/天坛公园/崇文门,西餐,东城区,距市中心1.1km
18577575,4.0,2,24,天安门/王府井地区,,东城区,距市中心1.1km
4948739,4.0,2,13,,小吃,东城区,距市中心1.1km
133783965,4.0,2,40,前门/天坛公园/崇文门,小吃,东城区,距市中心1.1km
22514494,4.0,2,28,,面包甜点,东城区,距市中心1.1km
4989361,4.0,2,0,天安门/王府井地区,台湾菜,东城区,距市中心1.1km
7029665,4.0,2,56,前门/天坛公园/崇文门,快餐简餐,东城区,距市中心1.1km
22516782,4.0,2,163,前门/天坛公园/崇文门,西餐,西城区,距市中心1.1km
4960012,4.0,2,190,中关村/五道口,鲁菜,海淀区,距市中心11km
15495947,4.0,2,38,,咖啡店,海淀区,距市中心11km
15553103,4.0,2,53,公主坟/五棵松/石景山游乐园地区,日本料理,海淀区,距市中心11km
8595834,4.0,2,31,,快餐简餐,海淀区,距市中心12.1km
78817802,4.0,2,30,中关村/五道口,面包甜点,海淀区,距市中心12.3km
130668506,4.0,2,64,望京/酒仙桥/798地区,快餐简餐,朝阳区,距市中心12.3km
21138425,4.0,2,92,,湘菜,丰台区,距市中心12.3km
20614490,4.0,2,51,中关村/五道口,西餐,海淀区,距市中心12.5km
15499968,4.0,2,133,望京/酒仙桥/798地区,火锅,朝阳区,距市中心12.5km
135819913,4.0,2,102,大兴北京新机场地区,西北菜,丰台区,距市中心12.5km
18496813,4.0,2,0,中关村/五道口,快餐简餐,海淀区,距市中心12.5km
79422645,4.0,2,82,总部基地/丰台体育中心/南宫地区,新疆菜,丰台区,距市中心12.6km
120816978,4.0,2,91,总部基地/丰台体育中心/南宫地区,川菜,丰台区,距市中心12.8km
62203476,4.0,2,102,望京/酒仙桥/798地区,日本料理,朝阳区,距市中心12.9km
8592931,4.0,2,99,,烧烤,大兴区,距市中心12km
324254,4.0,2,13,总部基地/丰台体育中心/南宫地区,快餐简餐,丰台区,距市中心12km
20352122,4.0,2,77,中关村/五道口,韩国料理,海淀区,距市中心12km
4941680,4.0,2,260,,粤菜,海淀区,距市中心13.1km
21575774,4.0,2,0,天安门/王府井地区,北京菜,东城区,距市中心131m
122776977,4.0,2,24,亦庄地区,山西菜,大兴区,距市中心13.5km
18624106,4.0,2,16,,面包甜点,大兴区,距市中心13.5km
22516132,4.0,2,135,,云南菜,丰台区,距市中心13.6km
8586302,4.0,2,75,亦庄地区,东北菜,大兴区,距市中心13.6km
73417651,4.0,2,151,,小吃,西城区,距市中心1.3km
15560812,4.0,2,29,,快餐简餐,东城区,距市中心1.3km
22518603,4.0,2,99,,西餐,大兴区,距市中心13km
8585936,4.0,2,172,亦庄地区,川菜,大兴区,距市中心14.1km
22517475,4.0,2,94,公主坟/五棵松/石景山游乐园地区,烧烤,石景山区,距市中心14.1km
11340463,4.0,2,96,大兴北京新机场地区,西餐,大兴区,距市中心14.4km
15505713,4.0,2,306,大兴北京新机场地区,日本料理,大兴区,距市中心14.5km
8587513,4.0,2,43,亦庄地区,快餐简餐,大兴区,距市中心14.8km
21586292,4.0,2,80,,小吃,丰台区,距市中心14km
78621774,4.0,2,95,,徽菜,大兴区,距市中心15.1km
22518554,4.0,2,50,亦庄地区,日本料理,大兴区,距市中心15.3km
22510910,4.0,2,37,亦庄地区,面包甜点,大兴区,距市中心15.3km
22521701,4.0,2,109,亦庄地区,川菜,大兴区,距市中心15.3km
15477239,4.0,2,38,,西餐,大兴区,距市中心15.3km
22514760,4.0,2,64,亦庄地区,粤菜,大兴区,距市中心15.3km
130991532,4.0,2,61,上地产业园/西三旗,面包甜点,海淀区,距市中心15.4km
7044611,4.0,2,46,公主坟/五棵松/石景山游乐园地区,川菜,石景山区,距市中心15.4km
12204181,4.0,2,32,公主坟/五棵松/石景山游乐园地区,川菜,石景山区,距市中心15.4km
21551568,4.0,2,97,亚运村/奥体中心地区,火锅,朝阳区,距市中心15.5km
22510878,4.0,2,105,,川菜,朝阳区,距市中心15.8km
120829782,4.0,2,162,公主坟/五棵松/石景山游乐园地区,日本料理,石景山区,距市中心15.8km
15545618,4.0,2,15,,快餐简餐,石景山区,距市中心15.8km
13216989,4.0,2,0,公主坟/五棵松/石景山游乐园地区,快餐简餐,石景山区,距市中心15km
17004325,4.0,2,33,公主坟/五棵松/石景山游乐园地区,小吃,石景山区,距市中心16.1km
15990368,4.0,2,162,传媒大学/管庄地区,西餐,朝阳区,距市中心16.1km
132921091,4.0,2,43,亦庄地区,川菜,大兴区,距市中心16.5km
15494544,4.0,2,35,上地产业园/西三旗,咖啡店,海淀区,距市中心16.5km
15899190,4.0,2,103,,烧烤,石景山区,距市中心16.6km
22519967,4.0,2,37,,面包甜点,大兴区,距市中心16.8km
8610338,4.0,2,58,天安门/王府井地区,面包甜点,西城区,距市中心1.6km
7044253,4.0,2,121,,西餐,西城区,距市中心1.6km
122744007,4.0,2,35,前门/天坛公园/崇文门,北京菜,西城区,距市中心1.6km
78136363,4.0,2,150,香山/八大处风景区,创意菜,海淀区,距市中心16km
11324717,4.0,2,56,上地产业园/西三旗,,海淀区,距市中心16km
21399031,4.0,2,136,上地产业园/西三旗,烧烤,海淀区,距市中心17.1km
4979968,4.0,2,47,,西餐,石景山区,距市中心17.1km
15487170,4.0,2,21,回龙观/天通苑地区,面包甜点,昌平区,距市中心17.3km
22511092,4.0,2,107,上地产业园/西三旗,湘菜,海淀区,距市中心17.5km
4965555,4.0,2,33,公主坟/五棵松/石景山游乐园地区,快餐简餐,石景山区,距市中心17.6km
17516262,4.0,2,28,,快餐简餐,大兴区,距市中心17.6km
15559732,4.0,2,79,公主坟/五棵松/石景山游乐园地区,湘菜,石景山区,距市中心17.8km
15927164,4.0,2,14,公主坟/五棵松/石景山游乐园地区,快餐简餐,石景山区,距市中心17.8km
22517476,4.0,2,38,香山/八大处风景区,面包甜点,石景山区,距市中心17.8km
22518299,4.0,2,87,,火锅,大兴区,距市中心17.8km
15473275,4.0,2,75,,东北菜,通州区,距市中心17.8km
4966607,4.0,2,0,公主坟/五棵松/石景山游乐园地区,小吃,石景山区,距市中心17.8km
78517802,4.0,2,77,回龙观/天通苑地区,火锅,昌平区,距市中心17km
78301143,4.0,2,120,回龙观/天通苑地区,火锅,昌平区,距市中心17km
21538555,4.0,2,134,大兴北京新机场地区,韩国料理,大兴区,距市中心18.1km
21570282,4.0,2,34,,小吃,石景山区,距市中心18.1km
11383520,4.0,2,20,回龙观/天通苑地区,快餐简餐,昌平区,距市中心18.1km
12204788,4.0,2,0,,面包甜点,石景山区,距市中心18.1km
314939,4.0,2,19,公主坟/五棵松/石景山游乐园地区,小吃,石景山区,距市中心18.3km
16994067,4.0,2,0,回龙观/天通苑地区,小吃,昌平区,距市中心18.5km
5701657,4.0,2,93,回龙观/天通苑地区,火锅,昌平区,距市中心18.5km
20612767,4.0,2,99,,北京菜,大兴区,距市中心18.5km
217132,4.0,2,83,香山/八大处风景区,火锅,海淀区,距市中心18.6km
4983327,4.0,2,29,上地产业园/西三旗,小吃,昌平区,距市中心18.6km
25006315,4.0,2,80,公主坟/五棵松/石景山游乐园地区,火锅,石景山区,距市中心18.6km
15669971,4.0,2,109,上地产业园/西三旗,火锅,昌平区,距市中心18.8km
22515830,4.0,2,78,上地产业园/西三旗,火锅,昌平区,距市中心18.8km
78668765,4.0,2,77,总部基地/丰台体育中心/南宫地区,西餐,丰台区,距市中心18km
79423168,4.0,2,29,大兴北京新机场地区,快餐简餐,大兴区,距市中心18km
21134134,4.0,2,81,,北京菜,大兴区,距市中心18km
15609818,4.0,2,24,,快餐简餐,石景山区,距市中心19.3km
8596514,4.0,2,79,通州运河商务区,火锅,通州区,距市中心19.5km
15880319,4.0,2,33,回龙观/天通苑地区,快餐简餐,昌平区,距市中心19.8km
133924366,4.0,2,41,通州运河商务区,面包甜点,通州区,距市中心19.8km
79422548,4.0,2,55,公主坟/五棵松/石景山游乐园地区,面包甜点,石景山区,距市中心19km
20613399,4.0,2,28,,小吃,石景山区,距市中心19km
79996111,4.0,2,193,前门/天坛公园/崇文门,,东城区,距市中心1km
7034827,4.0,2,0,天安门/王府井地区,东南亚菜,东城区,距市中心1km
21582602,4.0,2,123,回龙观/天通苑地区,火锅,昌平区,距市中心20.3km
12207478,4.0,2,52,公主坟/五棵松/石景山游乐园地区,火锅,石景山区,距市中心20.3km
15663013,4.0,2,83,回龙观/天通苑地区,西餐,昌平区,距市中心20.8km
4953421,4.0,2,36,,北京菜,丰台区,距市中心20.8km
17591736,4.0,2,21,回龙观/天通苑地区,小吃,昌平区,距市中心20km
15560263,4.0,2,39,,鲁菜,石景山区,距市中心21.1km
12534883,4.0,2,44,香山/八大处风景区,小吃,石景山区,距市中心21.1km
4952194,4.0,2,99,,火锅,顺义区,距市中心21.8km
16550240,4.0,2,32,环球影城度假区及周边,快餐简餐,通州区,距市中心22.1km
4947297,4.0,2,48,回龙观/天通苑地区,火锅,昌平区,距市中心22.1km
120802383,4.0,2,79,门头沟/潭柘寺/妙峰山风景区,西北菜,门头沟区,距市中心22.3km
4952458,4.0,2,0,回龙观/天通苑地区,咖啡店,昌平区,距市中心22.3km
78660239,4.0,2,112,,,大兴区,距市中心22.3km
18569339,4.0,2,40,,面包甜点,海淀区,距市中心22.3km
24563382,4.0,2,85,门头沟/潭柘寺/妙峰山风景区,火锅,门头沟区,距市中心22.5km
4953283,4.0,2,86,环球影城度假区及周边,烧烤,通州区,距市中心22.8km
15489950,4.0,2,33,首都机场/新国展地区,快餐简餐,顺义区,距市中心22.8km
4941797,4.0,2,58,,火锅,西城区,距市中心2.2km
6976602,4.0,2,0,前门/天坛公园/崇文门,,西城区,距市中心2.2km
133781427,4.0,2,60,北京站,江浙菜,东城区,距市中心2.2km
22516924,4.0,2,108,通州运河商务区,烧烤,通州区,距市中心23.1km
79421969,4.0,2,148,上地产业园/西三旗,火锅,海淀区,距市中心23.1km
22518260,4.0,2,72,首都机场/新国展地区,快餐简餐,顺义区,距市中心23.1km
15481894,4.0,2,40,首都机场/新国展地区,快餐简餐,顺义区,距市中心23.1km
12201838,4.0,2,33,,面包甜点,顺义区,距市中心23.3km
136365971,4.0,2,0,首都机场/新国展地区,川菜,顺义区,距市中心23.3km
130013474,4.0,2,119,上地产业园/西三旗,湘菜,海淀区,距市中心23.3km
22522450,4.0,2,100,房山风景区,火锅,房山区,距市中心23.6km
17610251,4.0,2,31,回龙观/天通苑地区,,昌平区,距市中心23.6km
79423219,4.0,2,26,回龙观/天通苑地区,面包甜点,昌平区,距市中心23.6km
18622931,4.0,2,49,回龙观/天通苑地区,小吃,昌平区,距市中心23.6km
21587030,4.0,2,115,房山风景区,火锅,房山区,距市中心23.6km
4963681,4.0,2,0,顺义温泉休闲区,烧烤,顺义区,距市中心23.6km
12469091,4.0,2,0,首都机场/新国展地区,西餐,顺义区,距市中心24.3km
21585171,4.0,2,97,首都机场/新国展地区,粤菜,顺义区,距市中心24.3km
7041946,4.0,2,59,,小吃,顺义区,距市中心24.5km
16099910,4.0,2,58,首都机场/新国展地区,快餐简餐,顺义区,距市中心24.5km
11449107,4.0,2,85,,火锅,丰台区,距市中心24.5km
120822355,4.0,2,85,房山风景区,西北菜,房山区,距市中心24.6km
15091707,4.0,2,27,小汤山温泉度假区,小吃,昌平区,距市中心24.8km
120829380,4.0,2,89,沙河大学城/上庄地区,粤菜,海淀区,距市中心25.3km
130013118,4.0,2,0,门头沟/潭柘寺/妙峰山风景区,西北菜,门头沟区,距市中心25.5km
122707776,4.0,2,125,,海鲜,门头沟区,距市中心25.8km
122752464,4.0,2,48,前门/天坛公园/崇文门,小吃,西城区,距市中心2.5km
11580261,4.0,2,39,,快餐简餐,门头沟区,距市中心26.1km
4974343,4.0,2,88,环球影城度假区及周边,,通州区,距市中心26.1km
22520893,4.0,2,111,大兴北京新机场地区,川菜,大兴区,距市中心26.8km
